1,2,1,123.597999
1,2,0,124.341230
1,4,1,78.416328
1,4,0,79.539021
1,8,1,43.593758
1,8,0,43.807862
1,16,1,22.772312
1,16,0,23.820759
1,32,1,10.052146
1,32,0,12.912431
1,48,1,6.997173
1,48,0,10.180587
1,64,1,5.824191
1,64,0,10.458853
1,96,1,4.533480
1,96,0,11.885416
1,128,1,3.841846
1,128,0,13.826399
2,2,1,72.564403
2,2,0,71.908421
2,4,1,46.930261
2,4,0,46.929216
2,8,1,25.621639
2,8,0,25.324192
2,16,1,13.351557
2,16,0,13.797476
2,32,1,5.857518
2,32,0,7.307189
2,48,1,3.968416
2,48,0,5.628336
2,64,1,3.427861
2,64,0,5.593944
2,96,1,2.516424
2,96,0,6.225129
2,128,1,2.239072
2,128,0,7.012982
3,2,1,55.437007
3,2,0,57.329434
3,4,1,35.147717
3,4,0,37.980562
3,8,1,20.225558
3,8,0,20.613739
3,16,1,10.953727
3,16,0,11.180998
3,32,1,4.888847
3,32,0,5.697529
3,48,1,3.451978
3,48,0,4.291662
3,64,1,2.600489
3,64,0,4.064031
3,96,1,1.789927
3,96,0,4.161436
3,128,1,1.609435
3,128,0,4.819996
4,2,1,43.311907
4,2,0,43.159319
4,4,1,28.240965
4,4,0,28.108426
4,8,1,15.594212
4,8,0,15.466724
4,16,1,8.108162
4,16,0,8.281075
4,32,1,3.605600
4,32,0,3.698244
4,48,1,2.566391
4,48,0,3.066161
4,64,1,1.933897
4,64,0,3.096225
4,96,1,1.772357
4,96,0,3.141223
4,128,1,1.496227
4,128,0,3.947006
1,2,1,119.949521
1,2,0,121.267092
1,4,1,75.830478
1,4,0,78.401126
1,8,1,42.611868
1,8,0,43.604712
1,16,1,22.884741
1,16,0,23.753404
1,32,1,11.694886
1,32,0,13.584203
1,48,1,7.807572
1,48,0,10.566684
1,64,1,5.795503
1,64,0,11.572348
1,96,1,4.467589
1,96,0,11.537987
1,128,1,4.063833
1,128,0,13.803810
2,2,1,72.660344
2,2,0,71.513008
2,4,1,45.767197
2,4,0,42.635206
2,8,1,24.514994
2,8,0,25.378518
2,16,1,13.476979
2,16,0,13.528470
2,32,1,6.323860
2,32,0,7.586761
2,48,1,3.709683
2,48,0,5.890151
2,64,1,3.497587
2,64,0,5.567395
2,96,1,2.521702
2,96,0,5.885738
2,128,1,2.291583
2,128,0,7.082621
3,2,1,56.504045
3,2,0,57.979558
3,4,1,35.644252
3,4,0,37.163356
3,8,1,20.735941
3,8,0,20.582262
3,16,1,10.886406
3,16,0,11.136215
3,32,1,4.976244
3,32,0,5.305393
3,48,1,3.223050
3,48,0,4.130858
3,64,1,3.096817
3,64,0,4.518650
3,96,1,2.360434
3,96,0,4.433069
3,128,1,1.704395
3,128,0,4.795311
4,2,1,43.597033
4,2,0,43.210374
4,4,1,28.212425
4,4,0,28.106097
4,8,1,15.588042
4,8,0,15.529317
4,16,1,8.308109
4,16,0,8.546186
4,32,1,3.466116
4,32,0,3.992593
4,48,1,2.329166
4,48,0,3.089902
4,64,1,1.918241
4,64,0,3.159140
4,96,1,2.164578
4,96,0,3.762295
4,128,1,1.702707
4,128,0,3.909734
1,2,1,121.669668
1,2,0,124.260747
